image_path,label,tier,Q_score,Q_score_continuous,agreement,js_div,label_confidence_R_D,label_confidence_R_R,label_confidence_R,entropy,margin,C_score_D,C_score_R,C_score,source,device,year
data/raw/0/Messidor_20051020_44284_0100_PP.png,0,B,0,0.7848320603370667,0.9873730540275574,0.0015884204767644405,0.9998214840888976,0.9946086406707764,0.9946086406707764,0.06610461324453354,0.9792043566703796,0.9977905750274658,0.9801278114318848,0.9889591932296753,Messidor,,
data/raw/0/Messidor_20051020_44261_0100_PP.png,0,B,0,0.7609569430351257,0.998008668422699,0.0002491632476449013,0.9991540908813475,0.9974164962768556,0.9974164962768556,0.04320840165019035,0.9894995093345642,0.9943642616271973,0.9932385683059692,0.9938014149665833,Messidor,,
data/raw/0/Messidor_20051020_44338_0100_PP.png,0,B,0,0.8180700540542603,0.7969646453857422,0.028368119150400162,0.9981891512870787,0.9103724956512452,0.9103724956512452,0.09392854571342468,0.9709432721138,0.9937366247177124,0.9740031361579895,0.9838699102401733,Messidor,,
data/raw/0/Messidor_20051020_57157_0100_PP.png,0,B,0,0.814983606338501,0.6577694416046143,0.052362605929374695,0.9994480013847352,0.8528164625167847,0.8528164625167847,0.12881913781166077,0.9532766342163086,0.9945511221885681,0.9556887745857239,0.975119948387146,Messidor,,
data/raw/0/Messidor_20051020_62461_0100_PP.png,0,B,0,0.6379854679107666,0.9988510012626648,0.00014370527060236782,0.99946790933609,0.9984536170959472,0.9984536170959472,0.12413029372692108,0.9536479711532593,0.9898672103881836,0.9615509510040283,0.975709080696106,Messidor,,
data/raw/0/Messidor_20051021_39845_0100_PP.png,0,B,0,0.8244588375091553,0.9685853123664856,0.003989838063716888,0.9819790124893188,0.9982926249504088,0.9819790124893188,0.4610193371772766,0.6906289458274841,0.9398164749145508,0.7460954785346985,0.8429559469223022,Messidor,,
data/raw/0/Messidor_20051021_57798_0100_PP.png,0,B,0,0.7493273019790649,0.9994798898696899,6.502687028842047e-05,0.9972845315933228,0.99767404794693,0.9972845315933228,0.15194740891456604,0.9415885806083679,0.9814708828926086,0.9564027786254883,0.9689368009567261,Messidor,,
data/raw/0/Messidor_20051021_57862_0100_PP.png,0,B,0,0.7395421266555786,0.9982722401618958,0.00021615519654005766,0.9976230263710022,0.9957146048545836,0.9957146048545836,0.13868850469589233,0.9440128207206726,0.9759973287582397,0.9662993550300598,0.9711483716964722,Messidor,,
data/raw/0/Messidor_20051021_58522_0100_PP.png,0,B,0,0.862281858921051,0.9946454167366028,0.0006711216410622001,0.9998053908348083,0.99725741147995,0.99725741147995,0.30425402522087097,0.8340432047843933,0.9975941777229309,0.833658754825592,0.9156264662742615,Messidor,,
data/raw/0/Messidor_20051109_57843_0400_PP.png,0,B,0,0.7709026336669922,0.9932934641838074,0.000841144472360611,0.9950203895568848,0.998801589012146,0.9950203895568848,0.08047203719615936,0.973488450050354,0.9772062301635742,0.9946591258049011,0.9859327077865601,Messidor,,
data/raw/0/Messidor_20051109_60136_0400_PP.png,0,B,0,0.8286814093589783,0.6600359678268433,0.051932621747255325,0.98536878824234,0.8016127347946167,0.8016127347946167,0.27061548829078674,0.8604204058647156,0.9572571516036987,0.9004239439964294,0.9288405179977417,Messidor,,
data/raw/0/Messidor_20051110_38111_0400_PP.png,0,B,0,0.7995805144309998,0.9971349239349365,0.000358651508577168,0.9997140765190125,0.9980417490005492,0.9980417490005492,0.04444393515586853,0.988628625869751,0.9980850219726562,0.9889435768127441,0.9935142993927002,Messidor,,
data/raw/0/Messidor_20051110_38156_0400_PP.png,0,B,0,0.7234064340591431,0.7164656519889832,0.04167812317609787,0.9998427629470824,0.8834683299064636,0.8834683299064636,0.1362351030111313,0.9435737133026123,0.9947991371154785,0.9476768374443054,0.9712380170822144,Messidor,,
data/raw/0/Messidor_20051110_38472_0400_PP.png,0,B,0,0.6908560991287231,0.9925891757011414,0.0009298051008954644,0.9994074106216432,0.995294749736786,0.995294749736786,0.2588386535644531,0.8638296723365784,0.9979484677314758,0.8644737601280212,0.9312111139297485,Messidor,,
data/raw/0/Messidor_20051116_43388_0400_PP.png,0,B,0,0.731942892074585,0.9987492561340332,0.00015643938968423754,0.9999253749847412,0.9993135929107666,0.9993135929107666,0.01949089765548706,0.9961993098258972,0.9980937838554382,0.997122585773468,0.9976081848144531,Messidor,,
data/raw/0/Messidor_20051116_43585_0400_PP.png,0,B,0,0.7409850358963013,0.9632251262664795,0.004683515056967735,0.9989129304885864,0.9816462397575378,0.9816462397575378,0.07249777019023895,0.9766678214073181,0.9954764246940613,0.9797755479812622,0.9876259565353394,Messidor,,
data/raw/0/Messidor_20051117_37042_0400_PP.png,0,B,0,0.7811155915260315,0.9984309673309326,0.0001962835667654872,0.9992140531539916,0.997773826122284,0.997773826122284,0.2574900686740875,0.8716280460357666,0.9975932240486145,0.870949923992157,0.9342715740203857,Messidor,,
