image_path,label,tier,Q_score,Q_score_continuous,agreement,js_div,label_confidence_R_D,label_confidence_R_R,label_confidence_R,entropy,margin,C_score_D,C_score_R,C_score,source,device,year
data/raw/0/Messidor_20051020_56791_0100_PP.png,0,C,0,0.8112120032310486,0.9845216274261475,0.001949923811480403,0.9901869297027588,0.9985244870185852,0.9901869297027588,0.6445063352584839,0.4024905264377594,0.7997586131095886,0.5973787307739258,0.6985687017440796,Messidor,,
data/raw/0/Messidor_20051020_62510_0100_PP.png,0,C,0,0.6272082924842834,0.989680826663971,0.0012965976493433118,0.9989952445030212,0.9933057427406312,0.9933057427406312,0.6432110667228699,0.4285970628261566,0.982041597366333,0.5515775680541992,0.710343062877655,Messidor,,
data/raw/0/Messidor_20051021_39914_0100_PP.png,0,C,0,0.8365126848220825,0.040271010249853134,0.4015154242515564,0.9978278279304504,0.2165782898664474,0.2165782898664474,0.9937425851821899,0.1331247091293335,0.9820058345794678,0.7276331186294556,0.5005376935005188,Messidor,,
data/raw/0/Messidor_20051021_57975_0100_PP.png,0,C,0,0.8949528932571411,0.01985021121799946,0.4899425804615021,0.9992031455039978,0.1292909830808639,0.1292909830808639,0.506320059299469,0.7429875731468201,0.9979033470153809,0.7095828056335449,0.8537430763244629,Messidor,,
data/raw/0/Messidor_20051021_58388_0100_PP.png,0,C,0,0.849105715751648,0.9905964732170105,0.0011810017749667168,0.9994882345199584,0.9949705004692078,0.9949705004692078,0.4869976341724396,0.6577461957931519,0.9934170246124268,0.6597962379455566,0.8266066312789917,Messidor,,
data/raw/0/Messidor_20051109_59969_0400_PP.png,0,C,0,0.8404637575149536,0.7564106583595276,0.034896355122327805,0.8384641408920288,0.9804874062538148,0.8384641408920288,0.508131206035614,0.6490765810012817,0.6499506235122681,0.9915368556976318,0.82074373960495,Messidor,,
data/raw/0/Messidor_20051110_34013_0400_PP.png,0,C,0,0.7913489937782288,0.9953659772872925,0.000580600171815604,0.9959545135498048,0.99912291765213,0.9959545135498048,0.6764100193977356,0.3083013594150543,0.59510338306427,0.9027055501937866,0.6517788767814636,Messidor,,
data/raw/0/Messidor_20051110_33960_0400_PP.png,0,C,0,0.8351401686668396,0.12198060005903244,0.2629866600036621,0.999847173690796,0.4173837304115295,0.4173837304115295,0.723152756690979,0.2974030375480652,0.9874037504196167,0.6814002990722656,0.6412010788917542,Messidor,,
data/raw/0/Messidor_20051110_35332_0400_PP.png,0,C,0,0.6260408759117126,0.6925482153892517,0.045922182500362396,0.838299036026001,0.9913665652275084,0.838299036026001,0.7151476144790649,0.38051655888557434,0.5511199831962585,0.9176811575889587,0.6800381541252136,Messidor,,
data/raw/0/Messidor_20051110_35279_0400_PP.png,0,C,0,0.7961193919181824,0.574397623538971,0.06930417567491531,0.9938539266586304,0.7841833233833313,0.7841833233833313,0.40928468108177185,0.7520045042037964,0.8944721221923828,0.851823091506958,0.8731476068496704,Messidor,,
data/raw/0/Messidor_20051110_37992_0400_PP.png,0,C,0,0.8071700930595398,0.9974290728569031,0.00032177602406591177,0.972001016139984,0.9782209992408752,0.972001016139984,0.6637008190155029,0.3278386890888214,0.6508781909942627,0.9817917943000793,0.6620138883590698,Messidor,,
data/raw/0/Messidor_20051110_38352_0400_PP.png,0,C,0,0.8206441402435303,0.5627335906028748,0.07186862081289291,0.9995478987693788,0.8039363622665405,0.8039363622665405,0.14290961623191833,0.9431164264678955,0.9954327344894409,0.9455385208129883,0.9704856276512146,Messidor,,
data/raw/0/Messidor_20051110_38507_0400_PP.png,0,C,0,0.7163804173469543,0.9210160970687866,0.010284723713994026,0.9996860027313232,0.9685506820678712,0.9685506820678712,0.5336006879806519,0.6168422698974609,0.997655987739563,0.610587477684021,0.804121732711792,Messidor,,
data/raw/0/Messidor_20051117_37155_0400_PP.png,0,C,0,0.789243221282959,0.36533915996551514,0.1258661448955536,0.9996509552001952,0.6780939102172852,0.6780939102172852,0.630799412727356,0.4561222195625305,0.9949776530265808,0.5329926609992981,0.7239960432052612,Messidor,,
data/raw/0/Messidor_20051117_37321_0400_PP.png,0,C,0,0.7961279153823853,0.9948475956916809,0.0006457120180130005,0.9997767806053162,0.9972756505012512,0.9972756505012512,0.5580628514289856,0.5753611922264099,0.9968948364257812,0.5716085433959961,0.7842516899108887,Messidor,,
data/raw/0/Messidor_20051130_53663_0400_PP.png,0,C,0,0.8393160104751587,0.1864055097103119,0.209978848695755,0.9981549382209778,0.5001967549324036,0.5001967549324036,0.5316500067710876,0.589540421962738,0.9958794116973877,0.5899724364280701,0.7929259538650513,Messidor,,
data/raw/0/Messidor_20051130_53991_0400_PP.png,0,C,0,0.8034334778785706,0.9303421974182129,0.009025354869663715,0.9989892840385436,0.9690650701522828,0.9690650701522828,0.6544821262359619,0.33626261353492737,0.6565106511116028,0.9948439598083496,0.6668027639389038,Messidor,,
data/raw/0/Messidor_20051130_54077_0400_PP.png,0,C,0,0.7967281937599182,0.6385470032691956,0.056070003658533096,0.9351223707199096,0.6864137053489685,0.6864137053489685,0.7677717208862305,0.18164199590682983,0.5011796355247498,0.6671555638313293,0.5809170007705688,Messidor,,
